acc_status,duration,credit_history,purpose,credit_amt,savings,employment,instalment,personal_status,debtors,residence,property,age,other_instalments,housing,number_of_credit,job,people,telephone,foreign_worker,default
<0,18,critical account/other credits existing (not at this bank),furniture/equipment,1049,<100,2:<1 year,4,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,21,none,rent,1,skilled employee/official,1,no,yes,0
<0,48,existing credits paid back duly till now,car (used),10297,<100,"4:[4,7 years)",4,male: single,none,4,unknown / no property,39,stores,for free,3,skilled employee/official,2,yes,yes,1
no,30,existing credits paid back duly till now,radio/television,1867,unknown/no savings account,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",58,none,own,1,skilled employee/official,1,yes,yes,0
<0,12,delay in paying off in the past,ar (new),1344,<100,"3:[1,4 years)",4,male: single,none,2,real estate,43,none,own,2,unskilled - resident,2,no,yes,0
<0,24,existing credits paid back duly till now,furniture/equipment,1747,<100,2:<1 year,4,male: single,co-applicant,1,if not A121 : building society savings agreement/life insurance,24,none,own,1,unskilled - resident,1,no,no,0
"[0,200)",9,existing credits paid back duly till now,radio/television,1670,<100,2:<1 year,4,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",22,none,own,1,skilled employee/official,1,yes,yes,1
no,9,critical account/other credits existing (not at this bank),ar (new),1224,<100,"3:[1,4 years)",3,male: single,none,1,real estate,30,none,own,2,skilled employee/official,1,no,yes,0
no,12,critical account/other credits existing (not at this bank),radio/television,522,"[500,1000)",5:7+ years,4,male: single,none,4,if not A121 : building society savings agreement/life insurance,42,none,own,2,skilled employee/official,2,yes,yes,0
<0,12,existing credits paid back duly till now,radio/television,1498,<100,"3:[1,4 years)",4,female: divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute",23,bank,own,1,skilled employee/official,1,no,yes,0
"[0,200)",30,delay in paying off in the past,radio/television,1919,"[100,500)",2:<1 year,4,male: single,none,3,unknown / no property,30,stores,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,1
200+,9,existing credits paid back duly till now,radio/television,745,<100,"3:[1,4 years)",3,female: divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,no,yes,1
"[0,200)",6,existing credits paid back duly till now,radio/television,2063,<100,2:<1 year,4,male: married/widowed,none,3,"if not A121/A122 : car or other, not in attribute",30,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
"[0,200)",60,existing credits paid back duly till now,education,6288,<100,"3:[1,4 years)",4,male: single,none,4,unknown / no property,42,none,for free,1,skilled employee/official,1,no,yes,1
no,24,critical account/other credits existing (not at this bank),car (used),6842,unknown/no savings account,"3:[1,4 years)",2,male: single,none,4,if not A121 : building society savings agreement/life insurance,46,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,0
no,12,existing credits paid back duly till now,ar (new),3527,unknown/no savings account,2:<1 year,2,male: single,none,3,if not A121 : building society savings agreement/life insurance,45,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0
no,10,existing credits paid back duly till now,ar (new),1546,<100,"3:[1,4 years)",3,male: single,none,2,real estate,31,none,own,1,unskilled - resident,2,no,no,0
no,24,existing credits paid back duly till now,furniture/equipment,929,unknown/no savings account,"4:[4,7 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",31,stores,own,1,skilled employee/official,1,yes,yes,0
no,4,critical account/other credits existing (not at this bank),ar (new),1455,<100,"4:[4,7 years)",2,male: single,none,1,real estate,42,none,own,3,unskilled - resident,2,no,yes,0
<0,15,existing credits paid back duly till now,furniture/equipment,1845,<100,2:<1 year,4,female: divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/life insurance,46,none,rent,1,skilled employee/official,1,no,yes,0
"[0,200)",48,no credits taken/all credits paid back duly,ar (new),8358,"[500,1000)",2:<1 year,1,female: divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute",30,none,own,2,skilled employee/official,1,no,yes,0
<0,24,all credits at this bank paid back duly,furniture/equipment,3349,"[500,1000)",2:<1 year,4,male: single,none,4,unknown / no property,30,none,for free,1,skilled employee/official,2,yes,yes,1
no,12,existing credits paid back duly till now,ar (new),2859,unknown/no savings account,1:unemployed,4,male: single,none,4,unknown / no property,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,18,existing credits paid back duly till now,furniture/equipment,1533,<100,2:<1 year,4,male: married/widowed,co-applicant,1,if not A121 : building society savings agreement/life insurance,43,none,own,1,unskilled - resident,2,no,yes,1
no,24,existing credits paid back duly till now,radio/television,3621,"[100,500)",5:7+ years,2,male: single,none,4,"if not A121/A122 : car or other, not in attribute",31,none,own,2,skilled employee/official,1,no,yes,1
"[0,200)",18,critical account/other credits existing (not at this bank),business,3590,<100,1:unemployed,3,male: married/widowed,none,3,"if not A121/A122 : car or other, not in attribute",40,none,own,3,unemployed/unskilled non-resident,2,yes,yes,0
<0,36,delay in paying off in the past,business,2145,<100,"4:[4,7 years)",2,male: single,none,1,"if not A121/A122 : car or other, not in attribute",24,none,own,2,skilled employee/official,1,yes,yes,1
"[0,200)",24,existing credits paid back duly till now,car (used),4113,"[500,1000)",2:<1 year,3,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",28,none,rent,1,skilled employee/official,1,no,yes,1
no,36,existing credits paid back duly till now,furniture/equipment,10974,<100,1:unemployed,4,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",26,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
<0,12,existing credits paid back duly till now,ar (new),1893,<100,"3:[1,4 years)",4,female: divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,0
<0,24,critical account/other credits existing (not at this bank),radio/television,1231,1000+,5:7+ years,4,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,57,none,rent,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0
200+,30,critical account/other credits existing (not at this bank),radio/television,3656,unknown/no savings account,5:7+ years,4,male: single,none,4,if not A121 : building society savings agreement/life insurance,49,stores,own,2,unskilled - resident,1,no,yes,0
"[0,200)",9,critical account/other credits existing (not at this bank),radio/television,1154,<100,5:7+ years,2,male: single,none,4,real estate,37,none,own,3,unskilled - resident,1,no,yes,0
<0,28,existing credits paid back duly till now,ar (new),4006,<100,"3:[1,4 years)",3,male: single,none,2,"if not A121/A122 : car or other, not in attribute",45,none,own,1,unskilled - resident,1,no,yes,1
"[0,200)",24,existing credits paid back duly till now,furniture/equipment,3069,"[100,500)",5:7+ years,4,male: single,none,4,unknown / no property,30,none,for free,1,skilled employee/official,1,no,yes,0
no,6,critical account/other credits existing (not at this bank),radio/television,1740,<100,5:7+ years,2,male: married/widowed,none,2,real estate,30,none,rent,2,skilled employee/official,1,no,yes,0
"[0,200)",21,delay in paying off in the past,ar (new),2353,<100,"3:[1,4 years)",1,male: divorced/separated,none,4,if not A121 : building society savings agreement/life insurance,47,none,own,2,skilled employee/official,1,no,yes,0
no,15,existing credits paid back duly till now,ar (new),3556,unknown/no savings account,"3:[1,4 years)",3,male: single,none,2,unknown / no property,29,none,own,1,skilled employee/official,1,no,yes,0
no,24,existing credits paid back duly till now,radio/television,2397,"[500,1000)",5:7+ years,3,male: single,none,2,"if not A121/A122 : car or other, not in attribute",35,bank,own,2,skilled employee/official,1,yes,yes,1
"[0,200)",6,existing credits paid back duly till now,repairs,454,<100,2:<1 year,3,male: married/widowed,none,1,if not A121 : building society savings agreement/life insurance,22,none,own,1,unskilled - resident,1,no,yes,0
"[0,200)",30,existing credits paid back duly till now,radio/television,1715,unknown/no savings account,"3:[1,4 years)",4,female: divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute",26,none,own,1,skilled employee/official,1,no,yes,0
"[0,200)",27,critical account/other credits existing (not at this bank),radio/television,2520,"[500,1000)","3:[1,4 years)",4,male: single,none,2,if not A121 : building society savings agreement/life insurance,23,none,own,2,unskilled - resident,1,no,yes,1
no,15,existing credits paid back duly till now,radio/television,3568,<100,5:7+ years,4,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",54,bank,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,42,existing credits paid back duly till now,radio/television,7166,unknown/no savings account,"4:[4,7 years)",2,male: married/widowed,none,4,if not A121 : building society savings agreement/life insurance,29,none,rent,1,skilled employee/official,1,yes,yes,0
<0,11,critical account/other credits existing (not at this bank),ar (new),3939,<100,"3:[1,4 years)",1,male: single,none,2,real estate,40,none,own,2,unskilled - resident,2,no,yes,0
"[0,200)",15,existing credits paid back duly till now,repairs,1514,"[100,500)","3:[1,4 years)",4,male: single,guarantor,2,real estate,22,none,own,1,skilled employee/official,1,no,yes,0
no,24,existing credits paid back duly till now,ar (new),7393,<100,"3:[1,4 years)",1,male: single,none,4,if not A121 : building society savings agreement/life insurance,43,none,own,1,unskilled - resident,2,no,yes,0
<0,24,all credits at this bank paid back duly,ar (new),1193,<100,1:unemployed,1,female: divorced/separated/married,co-applicant,4,unknown / no property,29,none,rent,2,unemployed/unskilled non-resident,1,no,yes,1
<0,60,existing credits paid back duly till now,business,7297,<100,5:7+ years,4,male: single,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee/official,1,no,yes,1
no,30,critical account/other credits existing (not at this bank),radio/television,2831,<100,"3:[1,4 years)",4,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",33,none,own,1,skilled employee/official,1,yes,yes,0
200+,24,existing credits paid back duly till now,radio/television,1258,"[500,1000)","3:[1,4 years)",3,female: divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute",57,none,own,1,unskilled - resident,1,no,yes,0
"[0,200)",6,existing credits paid back duly till now,radio/television,753,<100,"3:[1,4 years)",2,female: divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled employee/official,1,no,yes,0
"[0,200)",18,delay in paying off in the past,business,2427,unknown/no savings account,5:7+ years,4,male: single,none,2,if not A121 : building society savings agreement/life insurance,42,none,own,2,skilled employee/official,1,no,yes,0
no,24,delay in paying off in the past,ar (new),2538,<100,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",47,none,own,2,unskilled - resident,2,no,yes,1
"[0,200)",15,all credits at this bank paid back duly,ar (new),1264,"[100,500)","3:[1,4 years)",2,male: married/widowed,none,2,if not A121 : building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,1,no,yes,1
"[0,200)",30,critical account/other credits existing (not at this bank),furniture/equipment,8386,<100,"4:[4,7 years)",2,male: single,none,2,if not A121 : building society savings agreement/life insurance,49,none,own,1,skilled employee/official,1,no,yes,1
